snapped_at,price,market_cap,total_volume
2019-06-21 00:00:00 UTC,1.5747053542694878,0.0,652784.7911750688
2019-06-22 00:00:00 UTC,3.0934519093330572,98570954.1218779,174579650.81431255
2019-06-23 00:00:00 UTC,2.10545611865567,74749358.35068426,252384407.40458825
2019-06-24 00:00:00 UTC,1.8534660288209044,64860775.780078255,204920710.15425396
2019-06-25 00:00:00 UTC,1.369853958156859,53676475.08377481,153061877.09443688
2019-06-26 00:00:00 UTC,1.49384113390935,83892676.69357997,273697003.6389297
2019-06-27 00:00:00 UTC,1.5496410376314838,92608408.77488293,188935522.6011418
2019-06-28 00:00:00 UTC,1.3823178844344428,83094235.16340347,105741320.2565589
2019-06-29 00:00:00 UTC,1.4050386214440098,94366691.61422147,88592174.47538683
2019-06-30 00:00:00 UTC,1.4714502395966742,103811288.17558628,125761971.96491577
2019-07-01 00:00:00 UTC,1.4101450674134206,99349838.64585146,135031540.57444024
2019-07-02 00:00:00 UTC,1.3332654512748228,94049436.3656519,108191397.08715458
2019-07-03 00:00:00 UTC,1.1187284919794906,78693124.57758188,139801521.0199513
2019-07-04 00:00:00 UTC,1.0992089537115923,77363613.52163026,120419981.33034104
2019-07-05 00:00:00 UTC,0.9969153008535221,70208012.46471831,104359814.28151618
2019-07-06 00:00:00 UTC,1.1152833274113978,102822835.61358427,125437532.95414579
2019-07-07 00:00:00 UTC,1.023517352824538,94642474.78934696,71475470.52392426
2019-07-08 00:00:00 UTC,1.0597548712828113,105425300.45238984,63045360.27293723
2019-07-09 00:00:00 UTC,1.0456382232891468,104539455.32666624,53497672.13893749
2019-07-10 00:00:00 UTC,1.0334588006241565,103497576.7103832,98073732.54352866
2019-07-11 00:00:00 UTC,1.0178001003093342,113490179.0421254,164533030.54184186
2019-07-12 00:00:00 UTC,0.8638961889840264,94292477.614051,149801850.0742871
2019-07-13 00:00:00 UTC,0.87430900079455,97331475.23158424,129970982.28369346
2019-07-14 00:00:00 UTC,0.9223895028993452,112227659.81090724,126401687.10753904
2019-07-15 00:00:00 UTC,0.812560391791647,99591981.22110942,127733496.70248644
2019-07-16 00:00:00 UTC,0.793715026969143,97084422.97829047,118198051.55954543
2019-07-17 00:00:00 UTC,0.6386817294964652,85823805.51207972,94349434.9002498
2019-07-18 00:00:00 UTC,0.6598305441916686,90808911.03560488,120235726.18982412
2019-07-19 00:00:00 UTC,0.6824130391663072,94084184.31096594,106358106.99977401
2019-07-20 00:00:00 UTC,0.6592298008221129,90781771.74889377,98818754.62194175
2019-07-21 00:00:00 UTC,0.6971382955687248,103116731.34146927,119918983.45592272
2019-07-22 00:00:00 UTC,0.6846961672843113,101744112.36671779,113488568.07336505
2019-07-23 00:00:00 UTC,0.6301243914857569,93584721.83752093,82012677.88176002
2019-07-24 00:00:00 UTC,0.5745963366101764,91331612.43989769,84433285.22130358
2019-07-25 00:00:00 UTC,0.5958374135060615,97528444.40713072,82508705.04344411
2019-07-26 00:00:00 UTC,0.602531271735246,98627848.93473683,66825338.230829455
2019-07-27 00:00:00 UTC,0.6560292711645048,112649631.02063961,102859704.77582884
2019-07-28 00:00:00 UTC,0.5752903225742904,98274143.4928496,66580672.43336578
2019-07-29 00:00:00 UTC,0.5715658254279226,97757934.10896541,62049275.68896336
2019-07-30 00:00:00 UTC,0.5675274708540146,96876392.71154314,71486007.9652825
2019-07-31 00:00:00 UTC,0.5619533447619216,96034952.57464972,70879638.36330482
2019-08-01 00:00:00 UTC,0.5606894493118314,95657432.7212435,67883052.49540193
2019-08-02 00:00:00 UTC,0.5494970910579573,93784949.26906542,58324298.54442594
2019-08-03 00:00:00 UTC,0.7871528255786681,155913775.19339886,317774538.7065518
2019-08-04 00:00:00 UTC,0.7301199420634309,144233063.56998482,119034249.01923375
2019-08-05 00:00:00 UTC,0.6925508785293844,136895927.5935425,85011556.80960742
2019-08-06 00:00:00 UTC,0.7645287050607599,151368601.78109032,109951944.56477068
2019-08-07 00:00:00 UTC,0.6844775075061585,135315523.72849616,87401376.18515189
2019-08-08 00:00:00 UTC,0.6741034982374379,132966717.95727852,75209950.26347947
2019-08-09 00:00:00 UTC,0.710877274411132,140673879.4255924,97106537.39288577
2019-08-10 00:00:00 UTC,0.7742787655723269,152907949.00670296,127005872.72234054
2019-08-11 00:00:00 UTC,0.7858066311366645,154578294.50502908,90393706.00535977
2019-08-12 00:00:00 UTC,0.7987578545856128,157381957.3873764,83585608.79459
2019-08-13 00:00:00 UTC,0.7779852514228419,153633127.02355823,63653383.33651963
2019-08-14 00:00:00 UTC,0.7824419923752859,187798605.25570214,77714202.31746624
2019-08-15 00:00:00 UTC,0.7005768368501826,171860596.9507909,82302103.90165183
2019-08-16 00:00:00 UTC,0.6913172323262747,174025018.83938807,80189203.83588262
2019-08-17 00:00:00 UTC,0.6648469619891634,167438259.82117045,66705820.91354021
2019-08-18 00:00:00 UTC,0.6667338652099354,170887257.83808932,62173752.83236895
2019-08-19 00:00:00 UTC,0.6634188958696494,172585005.30079728,62478506.72707785
2019-08-20 00:00:00 UTC,0.6491161373235087,171377432.9572823,55265596.04962082
2019-08-21 00:00:00 UTC,0.6119279437460603,165896923.0171905,72475984.00898756
2019-08-22 00:00:00 UTC,0.5607633009621315,154340912.99069357,66154530.2476077
2019-08-23 00:00:00 UTC,0.5626918225459472,156926087.49037686,59688774.74414989
2019-08-24 00:00:00 UTC,0.5595022238503138,158405656.2794422,28913011.441891387
2019-08-25 00:00:00 UTC,0.560577690476396,158927644.18492728,56947577.34085354
