snapped_at,price,market_cap,total_volume
2019-10-26 00:00:00 UTC,1.27800194814411,17472948.871825512,118308704.05998096
2019-10-27 00:00:00 UTC,0.9575150248700448,13054258.263110755,44779144.8348292
2019-10-28 00:00:00 UTC,0.8076719915513553,11058347.685028266,19596991.300673433
2019-10-29 00:00:00 UTC,0.8930440119912658,12045049.749961574,28926486.738684934
2019-10-30 00:00:00 UTC,0.8645550153517242,11812423.37002301,16280907.413074233
2019-10-31 00:00:00 UTC,0.8461018712406069,11584515.455537774,7997003.522194962
2019-11-01 00:00:00 UTC,0.7820102595761108,10764709.445452716,5812164.853110986
2019-11-02 00:00:00 UTC,0.8203814585945791,11232361.030700214,7241957.266421774
2019-11-03 00:00:00 UTC,0.9341836271392617,12838268.79238201,13194915.24079946
2019-11-04 00:00:00 UTC,1.152349334971415,15772574.38130717,34493523.69507229
2019-11-05 00:00:00 UTC,1.1348045123107662,15537325.774498478,34927566.76533868
2019-11-06 00:00:00 UTC,1.043386563010027,14285664.854478102,13505894.339507207
2019-11-07 00:00:00 UTC,0.9587319336104957,13122639.245665792,10865949.482767824
2019-11-08 00:00:00 UTC,1.0565464589632418,14465845.307027811,10351812.100954467
2019-11-09 00:00:00 UTC,1.0546952135815175,14440498.736519547,21329778.579523336
2019-11-10 00:00:00 UTC,1.1291009543491037,15391385.244409736,15072050.027365811
2019-11-11 00:00:00 UTC,1.143721953560817,15659420.098475795,18254268.04305652
2019-11-12 00:00:00 UTC,1.1436419034393168,15713803.464090358,10795308.508157646
2019-11-13 00:00:00 UTC,1.0899791915429342,14860701.847045165,10314425.357416201
2019-11-14 00:00:00 UTC,1.0510406778339334,14358323.528037863,5787012.579791414
2019-11-15 00:00:00 UTC,1.0289540668822268,14078703.118111216,8735130.79112639
2019-11-16 00:00:00 UTC,1.0350111327093734,14155126.881457943,7605602.898950145
2019-11-17 00:00:00 UTC,1.0864700810795789,14768271.868933957,12515407.068847733
2019-11-18 00:00:00 UTC,1.0578110317274518,14518332.860854926,7890916.653784964
2019-11-19 00:00:00 UTC,1.135548769825053,15636091.469690973,16408850.685484977
2019-11-20 00:00:00 UTC,1.2525651769629718,17158854.098050423,20225070.351953346
2019-11-21 00:00:00 UTC,1.1870190163248955,16347569.079973599,25660879.965444043
2019-11-22 00:00:00 UTC,1.154229772302698,15780142.545069443,11147012.245350959
2019-11-23 00:00:00 UTC,1.1268172458502577,15568154.477527222,13808693.895555224
2019-11-24 00:00:00 UTC,1.1491305858888283,15694650.614680504,9104954.197149541
2019-11-25 00:00:00 UTC,1.1936155896838876,16277601.770118952,10606597.309584145
2019-11-26 00:00:00 UTC,1.0873240687635348,14887487.851651661,10887522.849279659
2019-11-27 00:00:00 UTC,1.0905928340750188,14810712.904516937,7057342.354677102
2019-11-28 00:00:00 UTC,1.0617623182144136,14479931.229534552,8271724.860537683
2019-11-29 00:00:00 UTC,1.0665397185969272,14554027.446685664,5927257.985051476
2019-11-30 00:00:00 UTC,1.0871092544836958,14922106.170783943,6340177.0685165925
2019-12-01 00:00:00 UTC,1.0758115869781,14662310.241513044,5559460.645544872
2019-12-02 00:00:00 UTC,1.0567950755527282,14536825.148305068,5503827.519021953
2019-12-03 00:00:00 UTC,1.0139471662441266,13850802.922682937,5261335.223327854
2019-12-04 00:00:00 UTC,1.0324632564876899,14182868.148175517,5282516.339404943
2019-12-05 00:00:00 UTC,0.9361474735245819,12911446.375952413,6003265.809499125
2019-12-06 00:00:00 UTC,0.9107814404850992,12454325.88773762,6023377.0745874485
2019-12-07 00:00:00 UTC,0.9666592163730466,13186040.726299701,6034424.426791606
2019-12-08 00:00:00 UTC,0.972343457569441,13312968.7986484,4845950.485044754
2019-12-09 00:00:00 UTC,0.9498603700045521,13002284.739195613,4710646.972100203
2019-12-10 00:00:00 UTC,0.9112511761302813,12455328.493544133,4100474.141142348
2019-12-11 00:00:00 UTC,0.7882193003495073,10789943.47456131,5207912.895310199
2019-12-12 00:00:00 UTC,0.8032270346849276,10853144.102413649,3869351.334229693
2019-12-13 00:00:00 UTC,0.8176188788604765,11247668.601578016,3701476.9827057836
2019-12-14 00:00:00 UTC,0.9491172068266327,12944609.394702796,7538558.287514327
2019-12-15 00:00:00 UTC,0.9198989536318425,12691353.798750054,6465049.181527098
2019-12-16 00:00:00 UTC,1.0257846674559343,14079902.055490129,8231475.8146535475
2019-12-17 00:00:00 UTC,0.9365797587317513,12809075.077211965,5615450.200637337
2019-12-18 00:00:00 UTC,1.025886100882276,13915126.930845553,9736223.900147647
2019-12-19 00:00:00 UTC,0.9801183020442396,13361527.331155548,8084488.885117498
2019-12-20 00:00:00 UTC,0.9652709935030961,13189286.09754551,5431046.4245283045
2019-12-21 00:00:00 UTC,1.0211795918703028,13981615.177798381,5275799.496130394
2019-12-22 00:00:00 UTC,1.040809074665495,14247142.313724698,7927614.396921313
2019-12-23 00:00:00 UTC,1.0527406327485214,14422238.38244561,6359258.14852187
2019-12-24 00:00:00 UTC,0.9827759692492466,13422017.358060073,3987039.824165528
2019-12-25 00:00:00 UTC,1.0486862976191464,14344427.077346608,6329245.868339601
2019-12-26 00:00:00 UTC,1.0462749397711106,14214104.352079863,3796148.9026084845
2019-12-27 00:00:00 UTC,1.0654453632002419,14526226.845782913,6193386.0610008715
2019-12-28 00:00:00 UTC,1.1621126285011456,15890888.847762149,7645562.336353098
2019-12-29 00:00:00 UTC,1.1493573876008456,15826933.955540339,8591911.664321803
2019-12-30 00:00:00 UTC,1.1214537172737091,15437941.134513075,6565470.405629422
