snapped_at,price,market_cap,total_volume
2017-10-18 00:00:00 UTC,0.0227531830361496,589923381.5422757,1993200.0677324585
2017-10-19 00:00:00 UTC,0.0226399439314463,586987423.2869732,2375515.8769835345
2017-10-20 00:00:00 UTC,0.025720032833909733,666845105.5244536,7540798.310020448
2017-10-21 00:00:00 UTC,0.024256743359401513,628906296.101366,4504538.549871175
2017-10-22 00:00:00 UTC,0.02365156569296447,613215812.0556307,2469197.6866546217
2017-10-23 00:00:00 UTC,0.02216033909052973,574552674.7461631,2982315.8884477946
2017-10-24 00:00:00 UTC,0.023310879240087415,604382810.3605462,6650774.4846105175
2017-10-25 00:00:00 UTC,0.02307198340736499,598188941.2543176,2126946.6924742023
2017-10-26 00:00:00 UTC,0.022815421537888514,591537043.56704,2032945.407123106
2017-10-27 00:00:00 UTC,0.022835414464347052,592055401.5815916,2213485.107153409
2017-10-28 00:00:00 UTC,0.022376107933511993,580146928.7580668,1490202.4297186828
2017-10-29 00:00:00 UTC,0.0244269796548713,633320024.542139,3994333.6760238484
2017-10-30 00:00:00 UTC,0.024370632231912482,631859100.9324512,3258030.7424465977
2017-10-31 00:00:00 UTC,0.025966874678374368,673244991.4376183,6224456.778896081
2017-11-01 00:00:00 UTC,0.01986254498224123,514977604.8187663,6794862.476762416
2017-11-02 00:00:00 UTC,0.018291328492925474,474240564.069808,5109123.279300956
2017-11-03 00:00:00 UTC,0.01963336388885903,509035610.44467,2609597.156558236
2017-11-04 00:00:00 UTC,0.018783036040041598,486989100.3279547,2115778.6158853336
2017-11-05 00:00:00 UTC,0.01896613367937361,491736285.73825705,1933813.1281956038
2017-11-06 00:00:00 UTC,0.019206268665676384,497962282.46677077,4170987.645259674
2017-11-07 00:00:00 UTC,0.019206324497105513,497963730.01217204,2177679.674071139
2017-11-08 00:00:00 UTC,0.02169164242453038,562400743.2258725,5636650.50266714
2017-11-09 00:00:00 UTC,0.028142802817188214,729660433.778264,17715673.35842551
2017-11-10 00:00:00 UTC,0.023395377895281608,606573612.9541322,5626337.230417746
2017-11-11 00:00:00 UTC,0.023571510259500304,611140209.185255,4827823.543229106
2017-11-12 00:00:00 UTC,0.02102599148286905,545142364.307733,6474355.809381389
2017-11-13 00:00:00 UTC,0.02153256305983246,558276281.3162093,3673445.436201231
2017-11-14 00:00:00 UTC,0.0222337868458992,576456959.880485,2698642.34023702
2017-11-15 00:00:00 UTC,0.0220860695734029,572627083.736792,5401620.06988108
2017-11-16 00:00:00 UTC,0.0230348557489959,597226329.836872,4100492.34828684
2017-11-17 00:00:00 UTC,0.0219801279447607,569880327.658076,2980513.44764433
2017-11-18 00:00:00 UTC,0.0224982921762321,583314808.237703,2530914.89762903
2017-11-19 00:00:00 UTC,0.0236000648330617,611880545.628165,3961096.46189299
2017-11-20 00:00:00 UTC,0.0255656912968391,662843481.605881,13247000.8050362
2017-11-21 00:00:00 UTC,0.0243651362660322,631716606.6374,5035744.94878338
2017-11-22 00:00:00 UTC,0.024305712643783,630175926.191719,4155603.40061044
2017-11-23 00:00:00 UTC,0.0235815593490092,611400752.637795,4407885.46968047
2017-11-24 00:00:00 UTC,0.0238965675718392,619567993.051159,4738089.55387889
2017-11-25 00:00:00 UTC,0.0256581004127398,665239379.272191,5195655.77474924
2017-11-26 00:00:00 UTC,0.0323130634532174,837783075.450438,25955632.9390978
2017-11-27 00:00:00 UTC,0.0424091830795381,1099545881.16214,68541722.9953663
2017-11-28 00:00:00 UTC,0.101876058179236,2641347746.54645,288420512.940429
2017-11-29 00:00:00 UTC,0.078173094670349,2026799339.69189,144119026.520112
2017-11-30 00:00:00 UTC,0.104281476239363,2703713190.26473,103877155.568456
2017-12-01 00:00:00 UTC,0.110021988247611,2852547850.0268,45702555.8674269
2017-12-02 00:00:00 UTC,0.113756064477216,2949361507.82604,35752539.9779072
2017-12-03 00:00:00 UTC,0.111163256238932,2882137585.74055,28340653.1100964
2017-12-04 00:00:00 UTC,0.11487073747849,2978261713.35689,62005467.8621085
2017-12-05 00:00:00 UTC,0.110974436405241,2877242040.59347,42363270.5377783
2017-12-06 00:00:00 UTC,0.109377409102095,2835835801.05369,60531510.2520413
2017-12-07 00:00:00 UTC,0.0964079579581261,2499575926.40487,53635203.6879008
2017-12-08 00:00:00 UTC,0.101811552232724,2639675296.3211,61663827.5248584
2017-12-09 00:00:00 UTC,0.103676220826965,2688020690.49398,53984558.0517086
2017-12-10 00:00:00 UTC,0.0941227038302295,2440325981.43364,37935774.1104984
2017-12-11 00:00:00 UTC,0.102040795881574,2645618912.57522,33179838.1037497
2017-12-12 00:00:00 UTC,0.113753672385777,2949299487.90259,53040589.7341911
2017-12-13 00:00:00 UTC,0.113490765210945,2942483075.03577,53121551.9938853
2017-12-14 00:00:00 UTC,0.184288650442301,4778064839.37035,201301017.739596
2017-12-15 00:00:00 UTC,0.185123093221277,4799699496.1608,181680566.256614
2017-12-16 00:00:00 UTC,0.347224826622224,9002522572.37923,569887498.043248
2017-12-17 00:00:00 UTC,0.405079537137534,10502525732.8652,503227303.665283
2017-12-18 00:00:00 UTC,0.430181396288563,11153343405.7089,193346632.284384
2017-12-19 00:00:00 UTC,0.462710322903466,11996723180.5789,233114340.544928
2017-12-20 00:00:00 UTC,0.414374538530281,10743517889.6258,155438035.57171
2017-12-21 00:00:00 UTC,0.419822661070254,10884771747.0193,141978452.544714
2017-12-22 00:00:00 UTC,0.349652006313311,9065452231.43844,128958822.34789
2017-12-23 00:00:00 UTC,0.367863096835734,9537612459.98721,76217583.7706063
